,id_movie,department,gender,job,name,id
8514,10467,Directing,2,Director,Alan Parker,9168
8519,5550,Directing,2,Director,Fred Dekker,44056
8542,8005,Directing,2,Director,Mel Brooks,14639
8609,2088,Directing,2,Director,Peter Medak,21377
8627,10412,Directing,2,Director,Geoffrey Wright,65026
8634,47889,Directing,2,Director,Victor Nunez,138322
8654,14534,Directing,2,Director,David Anspaugh,44847
8664,56583,Directing,2,Director,Tim Hunter,15858
8667,41878,Directing,2,Director,Cyril Collard,127283
8669,424,Directing,2,Director,Steven Spielberg,488
8705,35233,Directing,2,Director,Michael Ritchie,12964
8714,14291,Directing,2,Director,Steven Zaillian,2260
8719,103413,Directing,2,Director,Chris Menges,8969
8724,11236,Directing,1,Director,Agnieszka Holland,1128
8766,11592,Directing,2,Director,John Waters,10367
8777,8850,Directing,2,Director,Russell Mulcahy,52968
8779,10445,Directing,2,Director,Richard Attenborough,4786
8809,695,Directing,2,Director,Robert Altman,9789
8823,43535,Directing,2,Director,Gillies MacKinnon,33405
8829,12519,Directing,2,Director,John Duigan,72624
8833,23210,Directing,2,Director,Fred Schepisi,64061
8835,858,Directing,0,Director,Nora Ephron,9248
8862,867,Directing,2,Director,Phillip Noyce,13015
8914,78,Directing,2,Director,Ridley Scott,578
8951,13203,Directing,2,Director,Steve Rash,54590
8953,10442,Directing,2,Director,Thomas Schlamme,15106
8969,11074,Directing,2,Director,Rowdy Herrington,63943
8974,33367,Directing,0,Director,Arthur Joffé,111687
8977,9607,Directing,0,Director,Annabel Jankel,58164
8978,9607,Directing,2,Director,Rocky Morton,58165
8988,17585,Directing,2,Director,Ernest R. Dickerson,15521
8999,9057,Directing,2,Director,Deran Sarafian,45645
9000,20967,Directing,2,Director,François Girard,78012
9006,10635,Directing,2,Director,Andrew Fleming,41549
9020,9479,Directing,2,Director,Henry Selick,57646
9059,10057,Directing,2,Director,Stephen Herek,18356
9107,11969,Directing,2,Director,George P. Cosmatos,16566
9155,41590,Directing,2,Director,Heywood Gould,53387
9172,319,Directing,2,Director,Tony Scott,893
9211,26408,Directing,2,Director,D.A. Pennebaker,21113
9214,26408,Directing,1,Director,Chris Hegedus,115891
9219,15139,Directing,2,Director,Joe Johnston,4945
9223,15139,Directing,0,Director,Pixote Hunt,74299
9228,15139,Directing,0,Director,Maurice Hunt,1164376
9240,161158,Directing,0,Director,Jerry Ciccoritti,1212571
9248,218473,Directing,1,Director,Jennifer Warren,70241
9250,85247,Directing,2,Director,Mark Malone,85547
9253,11446,Directing,2,Director,Todd Solondz,66605
9260,51980,Directing,2,Director,Claude Berri,20718
9264,24405,Directing,2,Director,Dennis Hopper,2778
9283,11655,Directing,2,Director,Guillermo del Toro,10828
9293,11800,Directing,2,Director,Daniel Algrant,69696
9300,8223,Directing,2,Director,Pedro Almodóvar,309
9305,14587,Directing,1,Director,Gurinder Chadha,6220
9309,31504,Directing,2,Director,Andrew Scheinman,3030
9312,41653,Directing,0,Director,Åke Sandgren,91565
9316,53185,Directing,2,Director,Richard Loncraine,33315
9324,95743,Directing,0,Director,Eva Sereny,1006705
9335,23637,Directing,0,Director,Lina Wertmüller,26265
9341,17600,Directing,2,Director,David O. Russell,17883
9347,10897,Directing,0,Director,Penelope Spheeris,58448
9360,349394,Directing,0,Director,Rémy Duchemin,1354907
9363,21352,Directing,0,Director,George T. Miller,1174031
9365,68806,Directing,2,Director,Ricky Tognazzi,105114
9375,37345,Directing,0,Director,Michael Austin,67756
9376,32562,Directing,2,Director,Rob Epstein,109402
9377,32562,Directing,2,Director,Jeffrey Friedman,109403
9395,47507,Directing,2,Director,Mathieu Kassovitz,2406
9396,25403,Directing,2,Director,Nanni Moretti,69488
9399,124304,Directing,1,Director,María Luisa Bemberg,1066960
9402,9066,Directing,1,Director,Betty Thomas,31024
9415,771,Directing,2,Director,Chris Columbus,10965
9460,251,Directing,2,Director,Jerry Zucker,3415
9520,812,Directing,2,Director,Ron Clements,15810
9523,812,Directing,2,Director,John Musker,15811
9620,280,Directing,2,Director,James Cameron,2710
9668,581,Directing,2,Director,Kevin Costner,1269
9735,80350,Directing,0,Director,Steve Cohen,589306
9739,268,Directing,2,Director,Tim Burton,510
9753,274,Directing,2,Director,Jonathan Demme,16294
9832,408,Directing,2,Director,David Hand,5446
9937,10020,Directing,2,Director,Gary Trousdale,62047
9938,10020,Directing,2,Director,Kirk Wise,62048
10019,10895,Directing,2,Director,Hamilton Luske,11429
10020,10895,Directing,2,Director,Ben Sharpsteen,11426
10096,114,Directing,2,Director,Garry Marshall,1201
10104,41043,Directing,0,Director,Yuri Mamin,125340
10113,576,Directing,0,Director,Sam Peckinpah,7767
10145,15477,Directing,0,Director,C.M. Talkington,78258
10153,59146,Directing,0,Director,Huang Jianxin,134026
10158,124472,Directing,0,Director,Jean Bach,1080040
10159,30528,Directing,2,Director,Sam Weisman,54967
10176,7300,Directing,2,Director,Michael Hoffman,52405
10184,10824,Directing,2,Director,Bill Condon,15557
10200,261246,Directing,2,Director,Stephen Poliakoff,116607
10206,275,Directing,0,Director,Joel Coen,1223
10215,25059,Directing,2,Director,David R. Ellis,4755
10226,11827,Directing,2,Director,Gerald Potterton,70616
10243,8766,Directing,0,Director,Kevin Yagher,176246
10256,8766,Directing,2,Director,Joe Chappelle,55116
10257,23570,Directing,2,Director,Matt Reeves,32278
10276,47333,Directing,2,Director,Franco Zeffirelli,24657
10284,54850,Directing,1,Director,Anna Campion,75474
10285,51242,Directing,2,Director,Franco Brusati,49552
10289,10112,Directing,2,Director,Wolfgang Reitherman,57314
10307,4307,Directing,2,Director,Pedro Almodóvar,309
10321,46029,Directing,0,Director,Fernando Trueba,37526
10335,32308,Directing,2,Director,Bill Couturié,116103
10341,88893,Directing,2,Director,Werner Herzog,6818
10347,52873,Directing,2,Director,André Téchiné,96627
10350,340210,Directing,2,Director,Mika Kaurismäki,54767
10352,44281,Directing,0,Director,Férid Boughedir,1044284
10377,28121,Directing,2,Director,Martin Lawrence,78029
10395,12520,Directing,0,Director,Stacy Title,72619
10408,1592,Directing,2,Director,Gregory Hoblit,17812
10413,166901,Directing,0,Director,Clément Virgo,173004
10415,36447,Directing,2,Director,Bruno Barreto,69719
10420,19042,Directing,2,Director,Paul Sabella,71852
10423,19042,Directing,2,Director,Larry Leker,952327
10431,38884,Directing,2,Director,Ken Loach,15488
10459,47449,Directing,0,Director,Hal Salwen,974388
10462,36259,Directing,0,Director,Jonathan R. Betuel,70835
10465,41852,Directing,2,Director,Richard Pearce,73496
10470,40926,Directing,0,Director,Todd Verow,230320
10477,9099,Directing,2,Director,Jonathan Lynn,21217
10487,2021,Directing,2,Director,Tim Sullivan,20773
10496,61752,Directing,2,Director,Spike Lee,5281
10498,10988,Directing,2,Director,Jeremiah S. Chechik,34682
10511,11479,Directing,2,Director,Hervé Palud,69537
10521,398959,Directing,2,Director,Martin Enlen,43440
10524,287305,Directing,2,Director,Carlo Rola,68998
10528,12652,Directing,2,Director,Claude Sautet,20789
10538,10684,Directing,2,Director,Edward Zwick,9181
10545,954,Directing,2,Director,Brian De Palma,1150
10636,68445,Directing,0,Director,Friðrik Þór Friðriksson,6759
10641,18989,Directing,2,Director,Pen Densham,2182
10645,10801,Directing,0,Director,Sönke Wortmann,1869
10653,54285,Directing,2,Director,Park Chul-soo,105617
10663,8840,Directing,2,Director,Rob Cohen,18878
10673,278978,Directing,2,Director,Joseph Vilsmaier,14614
10674,124625,Directing,2,Director,Michael Verhoeven,26595
10676,11107,Directing,2,Director,Steve Rash,54590
10691,16417,Directing,0,Director,Gray Hofmeyr,80526
10701,70934,Directing,0,Director,Richard Wherrett,559920
10703,10363,Directing,2,Director,René Clément,9740
10730,161070,Directing,2,Director,Anthony Hopkins,4173
10733,10539,Directing,2,Director,Henry Selick,57646
10788,10543,Directing,2,Director,James Foley,15890
10830,18414,Directing,2,Director,Kelly Makin,64030
10844,47502,Directing,2,Director,Paul Mazursky,47773
10849,11902,Directing,0,Director,Emir Kusturica,15254
10870,27098,Directing,2,Director,Bo Widerberg,96934
10880,25087,Directing,2,Director,Alan Mehrez,115983
10883,5801,Directing,2,Director,Satyajit Ray,12160
10899,896,Directing,2,Director,Satyajit Ray,12160
10923,3065,Directing,2,Director,Jim Mallon,30021
10938,2300,Directing,2,Director,Joe Pytka,23677
11066,8069,Directing,2,Director,Roger Vadim,53767
11071,288173,Directing,1,Director,Catherine Cyran,98940
11072,187851,Directing,2,Director,Brett Piper,98094
11074,27768,Directing,2,Director,George Hickenlooper,37852
11075,221917,Directing,2,Director,Peter Yates,12804
11082,8072,Directing,2,Director,Jean-Luc Godard,3776
11085,35797,Directing,2,Director,Bertrand Tavernier,20556
11094,88030,Directing,2,Director,Mika Kaurismäki,54767
11095,185191,Directing,0,Director,Claude Chabrol,19069
11098,83857,Directing,2,Director,Gordon Willis,3097
11109,33245,Directing,2,Director,Randal Kleiser,8876
11110,124460,Directing,0,Director,Michael Blakemore,1080036
11111,27281,Directing,0,Director,Simon Wincer,18254
11114,105045,Directing,1,Director,Margarethe von Trotta,39298
11122,40001,Directing,2,Director,Richard Benjamin,24318
11130,29621,Directing,2,Director,Norberto Barba,104404
11133,117730,Directing,0,Director,Eli Cohen,585248
11134,20762,Directing,2,Director,Robert Mandel,43786
11135,37144,Directing,1,Director,Pat Verducci,1046169
11137,48260,Directing,2,Director,Michael Winterbottom,172
11148,12656,Directing,2,Director,Steven Baigelman,73838
11150,38867,Directing,0,Director,Zalman King,42113
11153,277270,Directing,0,Director,Barry Caillier,1661328
11156,25969,Directing,2,Director,Patrick Read Johnson,56059
11159,44103,Directing,0,Director,Stijn Coninx,81964
11163,753,Directing,2,Director,John Cassavetes,11147
11174,43634,Directing,1,Director,Stacy Cochran,129708
11181,9103,Directing,2,Director,Jean-Claude Van Damme,15111
11184,90214,Directing,2,Director,Mark Joffe,59438
11185,29649,Directing,2,Director,Steve Gomer,104507
11189,10990,Directing,2,Director,Lee Tamahori,7256
11201,8866,Directing,2,Director,Michael Lehmann,7145
11253,12233,Directing,2,Director,George Scribner,71792
11263,23449,Directing,0,Director,Tom DeCerchio,1175207
11268,36355,Directing,2,Director,Alan Shapiro,129941
11271,37667,Directing,1,Director,Angela Pope,1016352
11272,90148,Directing,1,Director,Betty Kaplan,1585647
11279,922,Directing,0,Director,Jim Jarmusch,4429
11300,11876,Directing,2,Director,Jean-Paul Rappeneau,25950
11305,52633,Directing,2,Director,Jack Hill ,31310
11318,62364,Directing,0,Director,Manuel Gómez Pereira,108499
11332,11687,Directing,2,Director,Jean-Marie Poiré,64909
11342,9304,Directing,2,Director,Harold Ramis,1524
11355,73183,Directing,0,Director,Brett Thompson,940684
11357,131232,Directing,0,Director,Francesco Sframeli,1093108
11359,131232,Directing,0,Director,Spiro Scimone,1093110
11367,9100,Directing,2,Director,Andrew Fleming,41549
11368,20759,Directing,2,Director,Reginald Hudlin,68215
11379,46063,Directing,2,Director,Bruce Beresford,5696
11383,32513,Directing,2,Director,John Schlesinger,19304
11389,40651,Directing,2,Director,Stephen Quay,124237
11390,40651,Directing,2,Director,Timothy Quay,124238
11395,36915,Directing,2,Director,Phil Joanou,18500
11402,40507,Directing,2,Director,Larry Cohen,19266
11423,9802,Directing,2,Director,Michael Bay,865
11455,25697,Directing,2,Director,Harvey Miller,29706
11478,21588,Directing,2,Director,Michele Soavi,87680
11507,664,Directing,2,Director,Jan de Bont,2209
11596,11867,Directing,2,Director,David Hogan,70792
11603,47119,Directing,2,Director,Maurice Pialat,16988
11606,314352,Directing,0,Director,Gabriel Barylli,564791
11607,9323,Directing,2,Director,Mamoru Oshii,12180
11643,10280,Directing,2,Director,Tom Holland,64796
11646,10535,Directing,2,Director,Rick Friedberg,65548
11659,124613,Directing,2,Director,Udayan Prasad,145304
11667,532,Directing,2,Director,Nick Park,7314
11687,26744,Directing,0,Director,Abraham Polonsky,81976
11694,16299,Directing,2,Director,John Landis,4610
11701,10547,Directing,0,Director,David Twohy,28239
11764,245268,Directing,0,Director,Robert Z. Leonard,93906
11767,935,Directing,2,Director,Stanley Kubrick,240
11795,55613,Directing,2,Director,Guy Maddin,97579
11799,215107,Directing,2,Director,John O'Brien,153908
11802,41007,Directing,2,Director,John Irvin,17784
11826,35645,Directing,2,Director,Kevin James Dobson,114468
11829,110465,Directing,0,Director,Victor Saville,14860
11832,255546,Directing,0,Director,Helena Solberg,1090082
11835,40751,Directing,2,Director,Wong Kar-wai,12453
11846,275096,Directing,0,Director,Ebrahim Forouzesh,1209349
11847,85778,Directing,0,Director,Freida Lee Mock,223825
11848,11101,Directing,2,Director,Joseph Vilsmaier,14614
11866,9826,Directing,0,Director,Simon Wincer,18254
11870,9879,Directing,0,Director,Andrew Bergman,41550
11897,63564,Directing,2,Director,David Keating,229695
11898,22621,Directing,2,Director,James Mangold,366
11900,7095,Directing,2,Director,Francis Ford Coppola,1776
11905,26890,Directing,1,Director,Mary Harron,16378
11919,46732,Directing,0,Director,Charles Matthau,122728
11924,124633,Directing,0,Director,Goran Paskaljević,1009298
11926,202425,Directing,0,Director,Mwezé Ngangura,1184422
11927,202425,Directing,0,Director,Benoît Lamy,24409
11931,196940,Directing,0,Director,Jean-Pierre Bekolo,1177451
11932,77771,Directing,0,Director,Djibril Diop Mambéty,1079380
11935,181083,Directing,0,Director,Gaston Kaboré,1153142
11937,41225,Directing,2,Director,Federico Fellini,4415
11938,41225,Directing,2,Director,Louis Malle,15389
11939,41225,Directing,2,Director,Roger Vadim,53767
11978,188589,Directing,2,Director,Henry Jaglom,117075
11979,188589,Directing,0,Director,Victoria Foyt,990400
11980,87190,Directing,2,Director,Robby Henson,21415
11982,627,Directing,2,Director,Danny Boyle,2034
12036,32872,Directing,2,Director,Scott Winant,1214396
12046,602,Directing,2,Director,Roland Emmerich,6046
12108,14553,Directing,2,Director,Bernardo Bertolucci,4956
12115,9566,Directing,2,Director,Tony Scott,893
12132,10545,Directing,2,Director,Gary Trousdale,62047
12133,10545,Directing,2,Director,Kirk Wise,62048
12167,9894,Directing,2,Director,Ben Stiller,7399
12178,11543,Directing,2,Director,Bobby Farrelly,7395
12179,11543,Directing,2,Director,Peter Farrelly,7396
12209,9268,Directing,2,Director,Chuck Russell,26713
12336,52059,Directing,0,Director,Carma Hinton,240366
12337,52059,Directing,0,Director,Richard Gordon,30811
12338,9327,Directing,2,Director,Tom Shadyac,4499
12349,123763,Directing,1,Director,María Luisa Bemberg,1066960
12354,81949,Directing,2,Director,Lucian Pintilie,592762
12356,42005,Directing,2,Director,Gazdag Gyula,544331
12357,124306,Directing,0,Director,Gérard Mordillat,41521
12358,183955,Directing,0,Director,Mel Chionglo,262130
12360,44535,Directing,2,Director,Alexandre Rockwell,3111
12363,44495,Directing,2,Director,Christopher Larkin,1144694
12366,78285,Directing,0,Director,Laurent Heynemann  ,138795
12381,11228,Directing,2,Director,Rob Cohen,18878
12462,10779,Directing,2,Director,Peter Jackson,108
12493,26748,Directing,2,Director,John Sayles,102445
12517,38223,Directing,1,Director,Bronwen Hughes,18320
12520,9294,Directing,2,Director,Jon Turteltaub,12962
12534,49963,Directing,1,Director,Nicole Holofcener,56539
12542,11363,Directing,2,Director,Edward Burns,12833
12550,1645,Directing,2,Director,Joel Schumacher,5572
12563,31546,Directing,2,Director,Michael Corrente,77076
12687,77056,Directing,2,Director,Éric Rohmer,28615
12704,36344,Directing,0,Director,Fraser Clarke Heston,66076
12724,18550,Directing,2,Director,Kevin Hooks,40230
12730,11511,Directing,2,Director,Paul Michael Glaser,12988
12754,172198,Directing,1,Director,Ildikó Enyedi,1059880
12758,34170,Directing,0,Director,Howard Franklin,2357
12769,281085,Directing,0,Director,Mitch Marcus,30869
12770,109478,Directing,0,Director,Jaime Hellman,1046588
12785,124645,Directing,2,Director,Nicolas Roeg,14132
12789,12606,Directing,1,Director,Arlene Sanford,15042
12801,69895,Directing,2,Director,Maurizio Nichetti,225140
12802,35206,Directing,2,Director,Luis Buñuel,793
12830,151489,Directing,0,Director,Paul Turner,87397
12835,4837,Directing,2,Director,Éric Rohmer,28615
12845,12632,Directing,2,Director,Peter Sehr,56201
12849,12632,Directing,2,Director,Gernot Roll,1870
12855,9098,Directing,2,Director,Rolf Silber,48685
12856,282919,Directing,2,Director,Peter Weck,6258
12857,124614,Directing,0,Director,Manoel de Oliveira,81749
12858,18975,Directing,2,Director,Steve Barron,18308
12862,11962,Directing,2,Director,John Payson,71110
12883,2925,Directing,2,Director,Hugh Wilson,28904
12941,28628,Directing,0,Director,Nigel Finch,179609
12950,3595,Directing,2,Director,Ron Howard,6159
12960,9308,Directing,2,Director,Hart Bochner,7678
12970,92381,Directing,2,Director,Doug Ellin,183036
12974,18555,Directing,1,Director,Annette Haywood-Carter,119310
12992,12123,Directing,2,Director,Andrew Davis,12989
